UF;Municipio;DepAdm;EnsinoFund1_4;EnsinoFund5_8
Rondonia;ALTO PARAISO;Municipal;1.435;1.014
Rondonia;ALVORADA D'OESTE;Total;2.183;1.825
Rondonia;ALVORADA D'OESTE;Estadual;716;961
Rondonia;ALVORADA D'OESTE;Municipal;1.415;815
Rondonia;ALVORADA D'OESTE;Privada;52;49
Rondonia;ARIQUEMES;Total;7.103;7.652
Rondonia;ARIQUEMES;Estadual;1.887;3.165
Rondonia;ARIQUEMES;Federal;0;0
Rondonia;ARIQUEMES;Municipal;4.551;4.012
Rondonia;ARIQUEMES;Privada;665;475
Rondonia;BURITIS;Total;4.454;2.940
Rondonia;BURITIS;Estadual;1.360;1.884
Rondonia;BURITIS;Municipal;3.033;1.032
Rondonia;BURITIS;Privada;61;24
Rondonia;CABIXI;Total;712;621
Rondonia;CABIXI;Estadual;205;621
Rondonia;CABIXI;Municipal;507;0
Rondonia;CACAULANDIA;Total;717;584
Rondonia;CACAULANDIA;Estadual;0;395
Rondonia;CACAULANDIA;Municipal;717;189
Rondonia;CACOAL;Total;7.658;8.212
Rondonia;CACOAL;Estadual;2.518;4.934
Rondonia;CACOAL;Municipal;4.325;2.236
Rondonia;CACOAL;Privada;815;1.042
Rondonia;CAMPO NOVO DE RONDONIA;Total;1.381;694
Rondonia;CAMPO NOVO DE RONDONIA;Estadual;122;114
Rondonia;CAMPO NOVO DE RONDONIA;Municipal;1.259;580
Rondonia;CANDEIAS DO JAMARI;Total;2.076;1.158
Rondonia;CANDEIAS DO JAMARI;Estadual;846;888
Rondonia;CANDEIAS DO JAMARI;Municipal;1.230;270
Rondonia;CASTANHEIRAS;Total;590;464
Rondonia;CASTANHEIRAS;Estadual;201;242
Rondonia;CASTANHEIRAS;Municipal;389;222
Rondonia;CEREJEIRAS;Total;1.765;1.630
Rondonia;CEREJEIRAS;Estadual;1.027;1.132
Rondonia;CEREJEIRAS;Municipal;708;448
Rondonia;CEREJEIRAS;Privada;30;50
Rondonia;CHUPINGUAIA;Total;1.434;1.152
Rondonia;CHUPINGUAIA;Estadual;222;353
Rondonia;CHUPINGUAIA;Municipal;1.212;799
Rondonia;COLORADO DO OESTE;Total;1.963;1.951
Rondonia;COLORADO DO OESTE;Estadual;1.343;1.429
Rondonia;COLORADO DO OESTE;Federal;0;0
Rondonia;COLORADO DO OESTE;Municipal;584;513
Rondonia;COLORADO DO OESTE;Privada;36;9
Rondonia;CORUMBIARA;Total;1.068;865
Rondonia;CORUMBIARA;Estadual;440;502
Rondonia;CORUMBIARA;Municipal;628;363
Rondonia;COSTA MARQUES;Total;2.186;1.386
Rondonia;COSTA MARQUES;Estadual;777;713
Rondonia;COSTA MARQUES;Municipal;1.409;673
Rondonia;COSTA MARQUES;Privada;0;0
Rondonia;CUJUBIM;Total;1.383;1.082
Rondonia;CUJUBIM;Estadual;204;259
Rondonia;CUJUBIM;Municipal;1.179;823
Rondonia;ESPIGAO D'OESTE;Total;3.036;2.347
Rondonia;ESPIGAO D'OESTE;Estadual;1.708;1.620
Rondonia;ESPIGAO D'OESTE;Municipal;1.205;624
Rondonia;ESPIGAO D'OESTE;Privada;123;103
Rondonia;GOVERNADOR JORGE TEIXEIRA;Total;1.530;1.491
Rondonia;GOVERNADOR JORGE TEIXEIRA;Estadual;330;537
Rondonia;GOVERNADOR JORGE TEIXEIRA;Municipal;1.200;954
Rondonia;GUAJARA-MIRIM;Total;4.929;3.622
Rondonia;GUAJARA-MIRIM;Estadual;1.846;3.393
Rondonia;GUAJARA-MIRIM;Municipal;2.735;61
Rondonia;GUAJARA-MIRIM;Privada;348;168
Rondonia;ITAPUA DO OESTE;Total;1.275;966
Rondonia;ITAPUA DO OESTE;Estadual;97;641
Rondonia;ITAPUA DO OESTE;Municipal;1.178;325
Rondonia;JARU;Total;6.432;6.189
Rondonia;JARU;Estadual;2.237;3.298
Rondonia;JARU;Municipal;4.011;2.730
Rondonia;JARU;Privada;184;161
Rondonia;JI-PARANA;Total;11.246;10.439
Rondonia;JI-PARANA;Estadual;6.749;8.440
Rondonia;JI-PARANA;Municipal;3.295;1.242
Rondonia;JI-PARANA;Privada;1.202;757
Rondonia;MACHADINHO D'OESTE;Total;3.952;3.188
Rondonia;MACHADINHO D'OESTE;Estadual;661;1.185
Rondonia;MACHADINHO D'OESTE;Municipal;3.233;1.987
Rondonia;MACHADINHO D'OESTE;Privada;58;16
Rondonia;MINISTRO ANDREAZZA;Total;1.047;1.035
Rondonia;MINISTRO ANDREAZZA;Estadual;86;164
Rondonia;MINISTRO ANDREAZZA;Municipal;961;871
Rondonia;MIRANTE DA SERRA;Total;1.637;1.279
Rondonia;MIRANTE DA SERRA;Estadual;277;961
Rondonia;MIRANTE DA SERRA;Municipal;1.341;260
Rondonia;MIRANTE DA SERRA;Privada;19;58
Rondonia;MONTE NEGRO;Total;1.945;1.712
Rondonia;MONTE NEGRO;Estadual;427;455
Rondonia;MONTE NEGRO;Municipal;1.475;1.257
Rondonia;MONTE NEGRO;Privada;43;0
Rondonia;NOVA BRASILANDIA D'OESTE;Total;2.212;2.089
Rondonia;NOVA BRASILANDIA D'OESTE;Estadual;730;833
Rondonia;NOVA BRASILANDIA D'OESTE;Municipal;1.482;1.256
Rondonia;NOVA BRASILANDIA D'OESTE;Privada;0;0
Rondonia;NOVA MAMORE;Total;2.593;1.382
Rondonia;NOVA MAMORE;Estadual;542;774
Rondonia;NOVA MAMORE;Municipal;1.976;564
Rondonia;NOVA MAMORE;Privada;75;44
Rondonia;NOVA UNIAO;Total;1.102;872
Rondonia;NOVA UNIAO;Estadual;165;199
Rondonia;NOVA UNIAO;Municipal;937;673
Rondonia;NOVO HORIZONTE DO OESTE;Total;995;889
Rondonia;NOVO HORIZONTE DO OESTE;Estadual;359;392
Rondonia;NOVO HORIZONTE DO OESTE;Municipal;636;385
Rondonia;NOVO HORIZONTE DO OESTE;Privada;0;112
Rondonia;OURO PRETO DO OESTE;Total;3.961;3.561
Rondonia;OURO PRETO DO OESTE;Estadual;1.645;2.240
Rondonia;OURO PRETO DO OESTE;Municipal;1.931;1.126
Rondonia;OURO PRETO DO OESTE;Privada;385;195
Rondonia;PARECIS;Total;672;478
Rondonia;PARECIS;Estadual;208;250
Rondonia;PARECIS;Municipal;464;228
Rondonia;PIMENTA BUENO;Total;3.355;2.949
Rondonia;PIMENTA BUENO;Estadual;1.342;2.663
Rondonia;PIMENTA BUENO;Municipal;1.817;121
Rondonia;PIMENTA BUENO;Privada;196;165
Rondonia;PIMENTEIRAS DO OESTE;Total;282;243
Rondonia;PIMENTEIRAS DO OESTE;Estadual;0;243
Rondonia;PIMENTEIRAS DO OESTE;Municipal;282;0
Rondonia;PORTO VELHO;Total;23.960;28.353
Rondonia;PORTO VELHO;Estadual;19.069;24.456
Rondonia;PORTO VELHO;Municipal;0;0
Rondonia;PORTO VELHO;Privada;4.891;3.897
Rondonia;PRESIDENTE MEDICI;Total;2.489;2.326
Rondonia;PRESIDENTE MEDICI;Estadual;1.374;1.348
Rondonia;PRESIDENTE MEDICI;Municipal;1.061;938
Rondonia;PRESIDENTE MEDICI;Privada;54;40
Rondonia;PRIMAVERA DE RONDONIA;Total;486;398
Rondonia;PRIMAVERA DE RONDONIA;Estadual;103;398
Rondonia;PRIMAVERA DE RONDONIA;Municipal;383;0
Rondonia;RIO CRESPO;Total;466;433
Rondonia;RIO CRESPO;Estadual;95;277
Rondonia;RIO CRESPO;Municipal;371;156
Rondonia;ROLIM DE MOURA;Total;4.515;5.284
Rondonia;ROLIM DE MOURA;Estadual;2.848;3.793
Rondonia;ROLIM DE MOURA;Municipal;1.500;1.348
Rondonia;ROLIM DE MOURA;Privada;167;143
Rondonia;SANTA LUZIA D'OESTE;Total;977;865
Rondonia;SANTA LUZIA D'OESTE;Estadual;545;544
Rondonia;SANTA LUZIA D'OESTE;Municipal;432;321
Rondonia;SANTA LUZIA D'OESTE;Privada;0;0
Rondonia;SAO FELIPE D OESTE;Total;677;610
Rondonia;SAO FELIPE D OESTE;Estadual;193;234
Rondonia;SAO FELIPE D OESTE;Municipal;484;376
Rondonia;SAO FRANCISCO DO GUAPORE;Total;2.119;1.447
Rondonia;SAO FRANCISCO DO GUAPORE;Estadual;737;591
Rondonia;SAO FRANCISCO DO GUAPORE;Municipal;1.364;856
Rondonia;SAO FRANCISCO DO GUAPORE;Privada;18;0
Rondonia;SAO MIGUEL DO GUAPORE;Total;2.352;2.007
Rondonia;SAO MIGUEL DO GUAPORE;Estadual;587;795
Rondonia;SAO MIGUEL DO GUAPORE;Municipal;1.727;1.175
Rondonia;SAO MIGUEL DO GUAPORE;Privada;38;37
Rondonia;SERINGUEIRAS;Total;1.688;1.499
Rondonia;SERINGUEIRAS;Estadual;341;638
Rondonia;SERINGUEIRAS;Municipal;1.347;861
Rondonia;TEIXEIROPOLIS;Total;549;476
Rondonia;TEIXEIROPOLIS;Estadual;123;135
Rondonia;TEIXEIROPOLIS;Municipal;426;341
Rondonia;THEOBROMA;Total;1.484;1.194
Rondonia;THEOBROMA;Estadual;138;215
Rondonia;THEOBROMA;Municipal;1.346;979
Rondonia;URUPA;Total;1.477;1.322
Rondonia;URUPA;Estadual;305;561
Rondonia;URUPA;Municipal;1.172;761
Rondonia;VALE DO ANARI;Total;1.252;837
Rondonia;VALE DO ANARI;Estadual;155;146
Rondonia;VALE DO ANARI;Municipal;1.097;691
Rondonia;VALE DO PARAISO;Total;1.051;1.020
Rondonia;VALE DO PARAISO;Estadual;115;262
Rondonia;VALE DO PARAISO;Municipal;936;654
Rondonia;VALE DO PARAISO;Privada;0;104
Rondonia;VILHENA;Total;6.420;5.760
Rondonia;VILHENA;Estadual;2.448;3.179
Rondonia;VILHENA;Municipal;3.310;2.028
Rondonia;VILHENA;Privada;662;553
Roraima;Total;Total;45.530;34.752
Roraima;Total;Estadual;30.152;31.578
Roraima;Total;Federal;161;266
Roraima;Total;Municipal;13.739;1.659
Roraima;Total;Privada;1.478;1.249
Roraima;ALTO ALEGRE;Total;1.283;957
Roraima;ALTO ALEGRE;Estadual;594;613
Roraima;ALTO ALEGRE;Municipal;689;344
Roraima;AMAJARI;Total;935;592
Roraima;AMAJARI;Estadual;687;449
Roraima;AMAJARI;Municipal;248;143
Roraima;BOA VISTA;Total;25.563;20.991
Roraima;BOA VISTA;Estadual;18.454;19.276
Roraima;BOA VISTA;Federal;161;266
Roraima;BOA VISTA;Municipal;5.470;200
Roraima;BOA VISTA;Privada;1.478;1.249
Roraima;BONFIM;Total;1.490;834
Roraima;BONFIM;Estadual;834;673
Roraima;BONFIM;Municipal;656;161
Roraima;CANTA;Total;1.789;1.230
Roraima;CANTA;Estadual;1.057;1.111
Roraima;CANTA;Municipal;732;119
Roraima;CARACARAI;Total;2.097;1.660
Roraima;CARACARAI;Estadual;866;1.453
Roraima;CARACARAI;Municipal;1.231;207
Roraima;CAROEBE;Total;1.196;828
Roraima;CAROEBE;Estadual;660;828
Roraima;CAROEBE;Municipal;536;0
Roraima;IRACEMA;Total;899;623
Roraima;IRACEMA;Estadual;859;511
Roraima;IRACEMA;Municipal;40;112
Roraima;MUCAJAI;Total;1.786;1.315
Roraima;MUCAJAI;Estadual;1.023;1.315
Roraima;MUCAJAI;Municipal;763;0
Roraima;NORMANDIA;Total;1.549;668
Roraima;NORMANDIA;Estadual;1.026;610
Roraima;NORMANDIA;Municipal;523;58
Roraima;PACARAIMA;Total;1.498;949
Roraima;PACARAIMA;Estadual;940;949
Roraima;PACARAIMA;Municipal;558;0
Roraima;PACARAIMA;Privada;0;0
Roraima;RORAINOPOLIS;Total;2.442;2.037
Roraima;RORAINOPOLIS;Estadual;1.412;1.955
Roraima;RORAINOPOLIS;Municipal;1.030;82
Roraima;SAO JOAO DA BALIZA;Total;696;650
Roraima;SAO JOAO DA BALIZA;Estadual;0;472
Roraima;SAO JOAO DA BALIZA;Municipal;696;178
Roraima;SAO LUIZ;Total;758;644
Roraima;SAO LUIZ;Estadual;344;644
Roraima;SAO LUIZ;Municipal;414;0
Roraima;UIRAMUTA;Total;1.549;774
Roraima;UIRAMUTA;Estadual;1.396;719
Roraima;UIRAMUTA;Municipal;153;55
Santa Catarina;Total;Total;433.268;428.887
Santa Catarina;Total;Estadual;177.443;261.426
Santa Catarina;Total;Federal;295;319
Santa Catarina;Total;Municipal;220.069;128.291
Santa Catarina;Total;Privada;35.461;38.851
Santa Catarina;ABDON BATISTA;Total;233;248
Santa Catarina;ABDON BATISTA;Estadual;86;248
Santa Catarina;ABDON BATISTA;Municipal;147;0
Santa Catarina;ABDON BATISTA;Privada;0;0
Santa Catarina;ABELARDO LUZ;Total;1.805;1.441
Santa Catarina;ABELARDO LUZ;Estadual;409;478
Santa Catarina;ABELARDO LUZ;Municipal;1.396;963
Santa Catarina;ABELARDO LUZ;Privada;0;0
Santa Catarina;AGROLANDIA;Total;636;684
Santa Catarina;AGROLANDIA;Estadual;335;447
Santa Catarina;AGROLANDIA;Municipal;301;237
Santa Catarina;AGROLANDIA;Privada;0;0
Santa Catarina;AGRONOMICA;Total;358;357
Santa Catarina;AGRONOMICA;Estadual;166;357
Santa Catarina;AGRONOMICA;Municipal;192;0
Santa Catarina;AGUA DOCE;Total;807;495
Santa Catarina;AGUA DOCE;Estadual;277;405
Santa Catarina;AGUA DOCE;Municipal;530;90
Santa Catarina;AGUA DOCE;Privada;0;0
Santa Catarina;AGUAS DE CHAPECO;Total;419;479
Santa Catarina;AGUAS DE CHAPECO;Estadual;250;479
Santa Catarina;AGUAS DE CHAPECO;Municipal;169;0
Santa Catarina;AGUAS FRIAS;Total;199;239
Santa Catarina;AGUAS FRIAS;Estadual;92;239
Santa Catarina;AGUAS FRIAS;Municipal;107;0
Santa Catarina;AGUAS MORNAS;Total;446;500
Santa Catarina;AGUAS MORNAS;Estadual;179;500
Santa Catarina;AGUAS MORNAS;Municipal;267;0
Santa Catarina;AGUAS MORNAS;Privada;0;0
Santa Catarina;ALFREDO WAGNER;Total;868;801
Santa Catarina;ALFREDO WAGNER;Estadual;124;534
Santa Catarina;ALFREDO WAGNER;Municipal;744;267
Santa Catarina;ALFREDO WAGNER;Privada;0;0
Santa Catarina;ALTO BELA VISTA;Total;126;163
Santa Catarina;ALTO BELA VISTA;Estadual;0;133
Santa Catarina;ALTO BELA VISTA;Municipal;126;30
Santa Catarina;ANCHIETA;Total;605;648
Santa Catarina;ANCHIETA;Estadual;311;577
Santa Catarina;ANCHIETA;Municipal;294;71
Santa Catarina;ANCHIETA;Privada;0;0
Santa Catarina;ANGELINA;Total;416;466
Santa Catarina;ANGELINA;Estadual;183;466
Santa Catarina;ANGELINA;Municipal;233;0
Santa Catarina;ANGELINA;Privada;0;0
Santa Catarina;ANITA GARIBALDI;Total;933;878
Santa Catarina;ANITA GARIBALDI;Estadual;232;431
Santa Catarina;ANITA GARIBALDI;Municipal;649;394
Santa Catarina;ANITA GARIBALDI;Privada;52;53
Santa Catarina;ANITAPOLIS;Total;277;262
Santa Catarina;ANITAPOLIS;Estadual;0;262
Santa Catarina;ANITAPOLIS;Municipal;277;0
Santa Catarina;ANITAPOLIS;Privada;0;0
Santa Catarina;ANTONIO CARLOS;Total;583;583
Santa Catarina;ANTONIO CARLOS;Estadual;255;583
Santa Catarina;ANTONIO CARLOS;Municipal;328;0
Santa Catarina;ANTONIO CARLOS;Privada;0;0
Santa Catarina;APIUNA;Total;773;707
Santa Catarina;APIUNA;Estadual;159;379
Santa Catarina;APIUNA;Municipal;614;328
Santa Catarina;APIUNA;Privada;0;0
Santa Catarina;ARABUTA;Total;274;270
Santa Catarina;ARABUTA;Estadual;0;270
Santa Catarina;ARABUTA;Municipal;274;0
Santa Catarina;ARAQUARI;Total;2.036;1.645
Santa Catarina;ARAQUARI;Estadual;585;1.645
Santa Catarina;ARAQUARI;Federal;0;0
Santa Catarina;ARAQUARI;Municipal;1.451;0
Santa Catarina;ARAQUARI;Privada;0;0
Santa Catarina;ARARANGUA;Total;5.122;4.860
Santa Catarina;ARARANGUA;Estadual;3.034;3.309
Santa Catarina;ARARANGUA;Municipal;1.597;1.125
Santa Catarina;ARARANGUA;Privada;491;426
Santa Catarina;ARMAZEM;Total;516;562
Santa Catarina;ARMAZEM;Estadual;265;501
Santa Catarina;ARMAZEM;Municipal;251;61
Santa Catarina;ARMAZEM;Privada;0;0
Santa Catarina;ARROIO TRINTA;Total;270;237
Santa Catarina;ARROIO TRINTA;Estadual;105;237
Santa Catarina;ARROIO TRINTA;Municipal;165;0
Santa Catarina;ARVOREDO;Total;199;196
Santa Catarina;ARVOREDO;Estadual;72;196
Santa Catarina;ARVOREDO;Municipal;127;0
Santa Catarina;ASCURRA;Total;578;582
Santa Catarina;ASCURRA;Estadual;389;485
Santa Catarina;ASCURRA;Municipal;106;0
Santa Catarina;ASCURRA;Privada;83;97
Santa Catarina;ATALANTA;Total;314;319
Santa Catarina;ATALANTA;Estadual;171;237
Santa Catarina;ATALANTA;Municipal;143;82
Santa Catarina;AURORA;Total;408;448
Santa Catarina;AURORA;Estadual;162;272
Santa Catarina;AURORA;Municipal;246;176
Santa Catarina;BALNEARIO ARROIO DO SILVA;Total;624;489
Santa Catarina;BALNEARIO ARROIO DO SILVA;Estadual;227;234
Santa Catarina;BALNEARIO ARROIO DO SILVA;Municipal;397;255
Santa Catarina;BALNEARIO ARROIO DO SILVA;Privada;0;0
Santa Catarina;BALNEARIO BARRA DO SUL;Total;634;540
Santa Catarina;BALNEARIO BARRA DO SUL;Estadual;260;540
Santa Catarina;BALNEARIO BARRA DO SUL;Municipal;374;0
Santa Catarina;BALNEARIO BARRA DO SUL;Privada;0;0
Santa Catarina;BALNEARIO CAMBORIU;Total;6.504;6.539
Santa Catarina;BALNEARIO CAMBORIU;Estadual;385;1.798
Santa Catarina;BALNEARIO CAMBORIU;Municipal;5.367;3.555
Santa Catarina;BALNEARIO CAMBORIU;Privada;752;1.186
Santa Catarina;BALNEARIO GAIVOTA;Total;582;543
Santa Catarina;BALNEARIO GAIVOTA;Estadual;278;431
Santa Catarina;BALNEARIO GAIVOTA;Municipal;304;112
Santa Catarina;BALNEARIO GAIVOTA;Privada;0;0
Santa Catarina;BANDEIRANTE;Total;279;303
Santa Catarina;BANDEIRANTE;Estadual;76;99
Santa Catarina;BANDEIRANTE;Municipal;203;204
Santa Catarina;BARRA BONITA;Total;187;256
Santa Catarina;BARRA BONITA;Estadual;63;161
Santa Catarina;BARRA BONITA;Municipal;124;95
Santa Catarina;BARRA VELHA;Total;1.853;1.582
Santa Catarina;BARRA VELHA;Estadual;732;884
Santa Catarina;BARRA VELHA;Municipal;1.052;698
Santa Catarina;BARRA VELHA;Privada;69;0
Santa Catarina;BELA VISTA DO TOLDO;Total;586;573
Santa Catarina;BELA VISTA DO TOLDO;Estadual;94;573
Santa Catarina;BELA VISTA DO TOLDO;Municipal;492;0
Santa Catarina;BELMONTE;Total;209;270
Santa Catarina;BELMONTE;Estadual;0;270
Santa Catarina;BELMONTE;Municipal;209;0
Santa Catarina;BENEDITO NOVO;Total;685;619
Santa Catarina;BENEDITO NOVO;Estadual;439;619
Santa Catarina;BENEDITO NOVO;Municipal;246;0
Santa Catarina;BIGUACU;Total;4.995;4.555
Santa Catarina;BIGUACU;Estadual;3.361;3.155
Santa Catarina;BIGUACU;Municipal;1.215;1.007
Santa Catarina;BIGUACU;Privada;419;393
Santa Catarina;BLUMENAU;Total;20.757;20.827
Santa Catarina;BLUMENAU;Estadual;7.533;8.322
Santa Catarina;BLUMENAU;Municipal;11.179;10.385
Santa Catarina;BLUMENAU;Privada;2.045;2.120
Santa Catarina;BOCAINA DO SUL;Total;345;228
Santa Catarina;BOCAINA DO SUL;Estadual;38;88
Santa Catarina;BOCAINA DO SUL;Municipal;307;140
Santa Catarina;BOM JARDIM DA SERRA;Total;466;297
Santa Catarina;BOM JARDIM DA SERRA;Estadual;285;297
Santa Catarina;BOM JARDIM DA SERRA;Municipal;181;0
Santa Catarina;BOM JARDIM DA SERRA;Privada;0;0
Santa Catarina;BOM JESUS;Total;232;202
Santa Catarina;BOM JESUS;Estadual;43;202
Santa Catarina;BOM JESUS;Municipal;189;0
Santa Catarina;BOM JESUS DO OESTE;Total;144;175
Santa Catarina;BOM JESUS DO OESTE;Estadual;27;175
Santa Catarina;BOM JESUS DO OESTE;Municipal;117;0
Santa Catarina;BOM RETIRO;Total;948;502
Santa Catarina;BOM RETIRO;Estadual;345;502
Santa Catarina;BOM RETIRO;Municipal;550;0
Santa Catarina;BOM RETIRO;Privada;53;0
Santa Catarina;BOMBINHAS;Total;1.078;876
Santa Catarina;BOMBINHAS;Estadual;148;457
Santa Catarina;BOMBINHAS;Municipal;930;419
Santa Catarina;BOTUVERA;Total;249;309
Santa Catarina;BOTUVERA;Estadual;92;309
Santa Catarina;BOTUVERA;Municipal;157;0
Santa Catarina;BRACO DO NORTE;Total;2.278;2.290
Santa Catarina;BRACO DO NORTE;Estadual;880;1.676
Santa Catarina;BRACO DO NORTE;Municipal;1.255;466
Santa Catarina;BRACO DO NORTE;Privada;143;148
Santa Catarina;BRACO DO TROMBUDO;Total;254;244
Santa Catarina;BRACO DO TROMBUDO;Estadual;48;169
Santa Catarina;BRACO DO TROMBUDO;Municipal;206;75
Santa Catarina;BRUNOPOLIS;Total;314;284
Santa Catarina;BRUNOPOLIS;Estadual;145;284
Santa Catarina;BRUNOPOLIS;Municipal;169;0
Santa Catarina;BRUSQUE;Total;6.234;6.215
Santa Catarina;BRUSQUE;Estadual;2.666;2.924
Santa Catarina;BRUSQUE;Municipal;2.899;2.533
Santa Catarina;BRUSQUE;Privada;669;758
Santa Catarina;CACADOR;Total;7.109;5.828
Santa Catarina;CACADOR;Estadual;1.972;2.993
Santa Catarina;CACADOR;Municipal;4.679;2.345
Santa Catarina;CACADOR;Privada;458;490
Santa Catarina;CAIBI;Total;501;510
Santa Catarina;CAIBI;Estadual;196;502
Santa Catarina;CAIBI;Municipal;284;0
Santa Catarina;CAIBI;Privada;21;8
Santa Catarina;CALMON;Total;533;394
Santa Catarina;CALMON;Estadual;76;258
Santa Catarina;CALMON;Municipal;457;136
Santa Catarina;CAMBORIU;Total;4.822;4.285
Santa Catarina;CAMBORIU;Estadual;818;2.128
Santa Catarina;CAMBORIU;Federal;0;0
Santa Catarina;CAMBORIU;Municipal;3.838;1.967
Santa Catarina;CAMBORIU;Privada;166;190
Santa Catarina;CAMPO ALEGRE;Total;1.060;945
Santa Catarina;CAMPO ALEGRE;Estadual;270;838
Santa Catarina;CAMPO ALEGRE;Municipal;790;107
Santa Catarina;CAMPO ALEGRE;Privada;0;0
Santa Catarina;CAMPO BELO DO SUL;Total;791;694
Santa Catarina;CAMPO BELO DO SUL;Estadual;386;351
Santa Catarina;CAMPO BELO DO SUL;Municipal;405;343
Santa Catarina;CAMPO BELO DO SUL;Privada;0;0
Santa Catarina;CAMPO ERE;Total;965;988
Santa Catarina;CAMPO ERE;Estadual;309;988
Santa Catarina;CAMPO ERE;Municipal;628;0
Santa Catarina;CAMPO ERE;Privada;28;0
Santa Catarina;CAMPOS NOVOS;Total;3.065;2.576
Santa Catarina;CAMPOS NOVOS;Estadual;1.221;1.614
Santa Catarina;CAMPOS NOVOS;Municipal;1.582;716
Santa Catarina;CAMPOS NOVOS;Privada;262;246
Santa Catarina;CANELINHA;Total;737;662
Santa Catarina;CANELINHA;Estadual;319;662
Santa Catarina;CANELINHA;Municipal;418;0
Santa Catarina;CANELINHA;Privada;0;0
Santa Catarina;CANOINHAS;Total;4.791;4.500
Santa Catarina;CANOINHAS;Estadual;1.863;2.189
Santa Catarina;CANOINHAS;Municipal;2.794;2.155
Santa Catarina;CANOINHAS;Privada;134;156
Santa Catarina;CAPAO ALTO;Total;294;212
Santa Catarina;CAPAO ALTO;Estadual;102;110
Santa Catarina;CAPAO ALTO;Municipal;192;102
Santa Catarina;CAPAO ALTO;Privada;0;0
Santa Catarina;CAPINZAL;Total;1.781;1.580
Santa Catarina;CAPINZAL;Estadual;764;1.003
Santa Catarina;CAPINZAL;Municipal;975;509
Santa Catarina;CAPINZAL;Privada;42;68
Santa Catarina;CAPIVARI DE BAIXO;Total;1.602;1.611
Santa Catarina;CAPIVARI DE BAIXO;Estadual;559;1.018
Santa Catarina;CAPIVARI DE BAIXO;Municipal;1.043;593
Santa Catarina;CAPIVARI DE BAIXO;Privada;0;0
Santa Catarina;CATANDUVAS;Total;839;653
Santa Catarina;CATANDUVAS;Estadual;99;625
Santa Catarina;CATANDUVAS;Municipal;702;0
Santa Catarina;CATANDUVAS;Privada;38;28
Santa Catarina;CAXAMBU DO SUL;Total;418;438
Santa Catarina;CAXAMBU DO SUL;Estadual;198;319
Santa Catarina;CAXAMBU DO SUL;Municipal;220;119
Santa Catarina;CELSO RAMOS;Total;227;252
Santa Catarina;CELSO RAMOS;Estadual;77;178
Santa Catarina;CELSO RAMOS;Municipal;150;74
Santa Catarina;CELSO RAMOS;Privada;0;0
Santa Catarina;CERRO NEGRO;Total;452;330
Santa Catarina;CERRO NEGRO;Estadual;139;330
Santa Catarina;CERRO NEGRO;Municipal;313;0
Santa Catarina;CHAPADAO DO LAGEADO;Total;262;262
Santa Catarina;CHAPADAO DO LAGEADO;Estadual;103;156
Santa Catarina;CHAPADAO DO LAGEADO;Municipal;159;106
Santa Catarina;CHAPECO;Total;7.957;8.921
Santa Catarina;CHAPECO;Estadual;6.785;7.874
Santa Catarina;CHAPECO;Municipal;0;0
Santa Catarina;CHAPECO;Privada;1.172;1.047
Santa Catarina;COCAL DO SUL;Total;1.056;1.155
Santa Catarina;COCAL DO SUL;Estadual;336;600
Santa Catarina;COCAL DO SUL;Municipal;676;517
Santa Catarina;COCAL DO SUL;Privada;44;38
Santa Catarina;CONCORDIA;Total;4.491;4.517
Santa Catarina;CONCORDIA;Estadual;1.160;2.069
Santa Catarina;CONCORDIA;Federal;0;0
Santa Catarina;CONCORDIA;Municipal;3.099;2.221
Santa Catarina;CONCORDIA;Privada;232;227
Santa Catarina;CORDILHEIRA ALTA;Total;247;293
Santa Catarina;CORDILHEIRA ALTA;Estadual;30;157
Santa Catarina;CORDILHEIRA ALTA;Municipal;217;136
Santa Catarina;CORONEL FREITAS;Total;797;856
Santa Catarina;CORONEL FREITAS;Estadual;227;856
Santa Catarina;CORONEL FREITAS;Municipal;570;0
Santa Catarina;CORONEL FREITAS;Privada;0;0
Santa Catarina;CORONEL MARTINS;Total;224;249
Santa Catarina;CORONEL MARTINS;Estadual;74;217
Santa Catarina;CORONEL MARTINS;Municipal;150;32
Santa Catarina;CORONEL MARTINS;Privada;0;0
Santa Catarina;CORREIA PINTO;Total;1.638;1.485
Santa Catarina;CORREIA PINTO;Estadual;532;762
Santa Catarina;CORREIA PINTO;Municipal;966;613
Santa Catarina;CORREIA PINTO;Privada;140;110
Santa Catarina;CORUPA;Total;889;876
Santa Catarina;CORUPA;Estadual;404;453
Santa Catarina;CORUPA;Municipal;485;423
Santa Catarina;CORUPA;Privada;0;0
Santa Catarina;CRICIUMA;Total;13.673;14.206
Santa Catarina;CRICIUMA;Estadual;3.425;8.371
Santa Catarina;CRICIUMA;Municipal;8.395;2.996
Santa Catarina;CRICIUMA;Privada;1.853;2.839
Santa Catarina;CUNHA PORA;Total;735;801
Santa Catarina;CUNHA PORA;Estadual;462;564
Santa Catarina;CUNHA PORA;Municipal;273;237
Santa Catarina;CUNHA PORA;Privada;0;0
Santa Catarina;CUNHATAI;Total;133;165
Santa Catarina;CUNHATAI;Estadual;76;165
Santa Catarina;CUNHATAI;Municipal;57;0
Santa Catarina;CURITIBANOS;Total;3.767;3.063
Santa Catarina;CURITIBANOS;Estadual;2.266;2.298
