UF;Municipio;DepAdm;EnsinoFund1_4;EnsinoFund5_8
Paraná;MARILUZ;Estadual;0;841
Paraná;MARILUZ;Municipal;1.047;0
Paraná;MARINGA;Total;20.922;22.244
Paraná;MARINGA;Estadual;7.093;14.271
Paraná;MARINGA;Municipal;9.590;3.739
Paraná;MARINGA;Privada;4.239;4.234
Paraná;MARIOPOLIS;Total;451;569
Paraná;MARIOPOLIS;Estadual;0;569
Paraná;MARIOPOLIS;Municipal;451;0
Paraná;MARIOPOLIS;Privada;0;0
Paraná;MARIPA;Total;394;405
Paraná;MARIPA;Estadual;0;405
Paraná;MARIPA;Municipal;394;0
Paraná;MARIPA;Privada;0;0
Paraná;MARMELEIRO;Total;1.119;1.149
Paraná;MARMELEIRO;Estadual;0;1.102
Paraná;MARMELEIRO;Municipal;1.024;0
Paraná;MARMELEIRO;Privada;95;47
Paraná;MARQUINHO;Total;607;601
Paraná;MARQUINHO;Estadual;0;601
Paraná;MARQUINHO;Municipal;607;0
Paraná;MARUMBI;Total;354;364
Paraná;MARUMBI;Estadual;0;364
Paraná;MARUMBI;Municipal;354;0
Paraná;MATELANDIA;Total;1.378;1.442
Paraná;MATELANDIA;Estadual;0;1.317
Paraná;MATELANDIA;Municipal;1.294;0
Paraná;MATELANDIA;Privada;84;125
Paraná;MATINHOS;Total;2.632;2.559
Paraná;MATINHOS;Estadual;0;2.472
Paraná;MATINHOS;Municipal;2.477;0
Paraná;MATINHOS;Privada;155;87
Paraná;MATO RICO;Total;447;384
Paraná;MATO RICO;Estadual;0;384
Paraná;MATO RICO;Municipal;447;0
Paraná;MAUA DA SERRA;Total;843;633
Paraná;MAUA DA SERRA;Estadual;0;633
Paraná;MAUA DA SERRA;Municipal;843;0
Paraná;MAUA DA SERRA;Privada;0;0
Paraná;MEDIANEIRA;Total;2.934;3.214
Paraná;MEDIANEIRA;Estadual;0;2.972
Paraná;MEDIANEIRA;Federal;0;0
Paraná;MEDIANEIRA;Municipal;2.698;77
Paraná;MEDIANEIRA;Privada;236;165
Paraná;MERCEDES;Total;374;363
Paraná;MERCEDES;Estadual;0;363
Paraná;MERCEDES;Municipal;374;0
Paraná;MIRADOR;Total;222;172
Paraná;MIRADOR;Estadual;0;172
Paraná;MIRADOR;Municipal;222;0
Paraná;MIRADOR;Privada;0;0
Paraná;MIRASELVA;Total;178;225
Paraná;MIRASELVA;Estadual;0;225
Paraná;MIRASELVA;Municipal;178;0
Paraná;MIRASELVA;Privada;0;0
Paraná;MISSAL;Total;789;934
Paraná;MISSAL;Estadual;0;899
Paraná;MISSAL;Municipal;739;0
Paraná;MISSAL;Privada;50;35
Paraná;MOREIRA SALES;Total;1.159;1.042
Paraná;MOREIRA SALES;Estadual;0;1.042
Paraná;MOREIRA SALES;Municipal;1.135;0
Paraná;MOREIRA SALES;Privada;24;0
Paraná;MORRETES;Total;1.620;1.338
Paraná;MORRETES;Estadual;0;965
Paraná;MORRETES;Municipal;1.582;373
Paraná;MORRETES;Privada;38;0
Paraná;MUNHOZ DE MELO;Total;289;321
Paraná;MUNHOZ DE MELO;Estadual;0;321
Paraná;MUNHOZ DE MELO;Municipal;289;0
Paraná;NOSSA SENHORA DAS GRACAS;Total;354;303
Paraná;NOSSA SENHORA DAS GRACAS;Estadual;0;303
Paraná;NOSSA SENHORA DAS GRACAS;Municipal;354;0
Paraná;NOVA ALIANCA DO IVAI;Total;129;118
Paraná;NOVA ALIANCA DO IVAI;Estadual;0;118
Paraná;NOVA ALIANCA DO IVAI;Municipal;129;0
Paraná;NOVA AMERICA DA COLINA;Total;302;240
Paraná;NOVA AMERICA DA COLINA;Estadual;0;240
Paraná;NOVA AMERICA DA COLINA;Municipal;302;0
Paraná;NOVA AMERICA DA COLINA;Privada;0;0
Paraná;NOVA AURORA;Total;954;1.053
Paraná;NOVA AURORA;Estadual;0;1.053
Paraná;NOVA AURORA;Municipal;951;0
Paraná;NOVA AURORA;Privada;3;0
Paraná;NOVA CANTU;Total;821;791
Paraná;NOVA CANTU;Estadual;0;791
Paraná;NOVA CANTU;Municipal;821;0
Paraná;NOVA CANTU;Privada;0;0
Paraná;NOVA ESPERANCA;Total;2.143;1.971
Paraná;NOVA ESPERANCA;Estadual;0;1.563
Paraná;NOVA ESPERANCA;Municipal;1.869;131
Paraná;NOVA ESPERANCA;Privada;274;277
Paraná;NOVA ESPERANCA DO SUDOESTE;Total;458;476
Paraná;NOVA ESPERANCA DO SUDOESTE;Estadual;0;476
Paraná;NOVA ESPERANCA DO SUDOESTE;Municipal;458;0
Paraná;NOVA ESPERANCA DO SUDOESTE;Privada;0;0
Paraná;NOVA FATIMA;Total;738;772
Paraná;NOVA FATIMA;Estadual;0;772
Paraná;NOVA FATIMA;Municipal;701;0
Paraná;NOVA FATIMA;Privada;37;0
Paraná;NOVA LARANJEIRAS;Total;1.328;1.209
Paraná;NOVA LARANJEIRAS;Estadual;0;1.209
Paraná;NOVA LARANJEIRAS;Municipal;1.328;0
Paraná;NOVA LONDRINA;Total;1.025;1.062
Paraná;NOVA LONDRINA;Estadual;0;897
Paraná;NOVA LONDRINA;Municipal;866;0
Paraná;NOVA LONDRINA;Privada;159;165
Paraná;NOVA OLIMPIA;Total;461;441
Paraná;NOVA OLIMPIA;Estadual;0;441
Paraná;NOVA OLIMPIA;Municipal;461;0
Paraná;NOVA OLIMPIA;Privada;0;0
Paraná;NOVA PRATA DO IGUACU;Total;863;843
Paraná;NOVA PRATA DO IGUACU;Estadual;0;843
Paraná;NOVA PRATA DO IGUACU;Municipal;863;0
Paraná;NOVA PRATA DO IGUACU;Privada;0;0
Paraná;NOVA SANTA BARBARA;Total;407;379
Paraná;NOVA SANTA BARBARA;Estadual;0;379
Paraná;NOVA SANTA BARBARA;Municipal;407;0
Paraná;NOVA SANTA BARBARA;Privada;0;0
Paraná;NOVA SANTA ROSA;Total;540;614
Paraná;NOVA SANTA ROSA;Estadual;0;614
Paraná;NOVA SANTA ROSA;Municipal;540;0
Paraná;NOVA TEBAS;Total;820;1.025
Paraná;NOVA TEBAS;Estadual;0;1.025
Paraná;NOVA TEBAS;Municipal;820;0
Paraná;NOVA TEBAS;Privada;0;0
Paraná;NOVO ITACOLOMI;Total;189;205
Paraná;NOVO ITACOLOMI;Estadual;0;205
Paraná;NOVO ITACOLOMI;Municipal;189;0
Paraná;NOVO ITACOLOMI;Privada;0;0
Paraná;ORTIGUEIRA;Total;2.700;1.798
Paraná;ORTIGUEIRA;Estadual;0;1.798
Paraná;ORTIGUEIRA;Municipal;2.547;0
Paraná;ORTIGUEIRA;Privada;153;0
Paraná;OURIZONA;Total;213;222
Paraná;OURIZONA;Estadual;0;222
Paraná;OURIZONA;Municipal;213;0
Paraná;OURIZONA;Privada;0;0
Paraná;OURO VERDE DO OESTE;Total;464;448
Paraná;OURO VERDE DO OESTE;Estadual;0;448
Paraná;OURO VERDE DO OESTE;Municipal;464;0
Paraná;PAICANDU;Total;2.889;2.685
Paraná;PAICANDU;Estadual;0;2.635
Paraná;PAICANDU;Municipal;2.798;0
Paraná;PAICANDU;Privada;91;50
Paraná;PALMAS;Total;4.948;3.129
Paraná;PALMAS;Estadual;0;2.893
Paraná;PALMAS;Municipal;4.727;0
Paraná;PALMAS;Privada;221;236
Paraná;PALMEIRA;Total;2.934;2.604
Paraná;PALMEIRA;Estadual;0;2.455
Paraná;PALMEIRA;Municipal;2.803;0
Paraná;PALMEIRA;Privada;131;149
Paraná;PALMITAL;Total;1.662;1.548
Paraná;PALMITAL;Estadual;0;1.548
Paraná;PALMITAL;Municipal;1.623;0
Paraná;PALMITAL;Privada;39;0
Paraná;PALOTINA;Total;2.068;2.179
Paraná;PALOTINA;Estadual;0;1.881
Paraná;PALOTINA;Municipal;1.850;0
Paraná;PALOTINA;Privada;218;298
Paraná;PARAISO DO NORTE;Total;830;774
Paraná;PARAISO DO NORTE;Estadual;0;653
Paraná;PARAISO DO NORTE;Municipal;719;0
Paraná;PARAISO DO NORTE;Privada;111;121
Paraná;PARANACITY;Total;778;645
Paraná;PARANACITY;Estadual;0;645
Paraná;PARANACITY;Municipal;778;0
Paraná;PARANACITY;Privada;0;0
Paraná;PARANAGUA;Total;13.465;11.659
Paraná;PARANAGUA;Estadual;0;9.985
Paraná;PARANAGUA;Municipal;11.505;377
Paraná;PARANAGUA;Privada;1.960;1.297
Paraná;PARANAPOEMA;Total;244;289
Paraná;PARANAPOEMA;Estadual;0;289
Paraná;PARANAPOEMA;Municipal;244;0
Paraná;PARANAPOEMA;Privada;0;0
Paraná;PARANAVAI;Total;5.930;5.705
Paraná;PARANAVAI;Estadual;0;4.753
Paraná;PARANAVAI;Municipal;5.078;0
Paraná;PARANAVAI;Privada;852;952
Paraná;PATO BRAGADO;Total;339;337
Paraná;PATO BRAGADO;Estadual;0;337
Paraná;PATO BRAGADO;Municipal;339;0
Paraná;PATO BRANCO;Total;5.224;5.075
Paraná;PATO BRANCO;Estadual;0;4.433
Paraná;PATO BRANCO;Federal;0;0
Paraná;PATO BRANCO;Municipal;4.506;0
Paraná;PATO BRANCO;Privada;718;642
Paraná;PAULA FREITAS;Total;429;425
Paraná;PAULA FREITAS;Estadual;0;425
Paraná;PAULA FREITAS;Municipal;429;0
Paraná;PAULA FREITAS;Privada;0;0
Paraná;PAULO FRONTIN;Total;525;550
Paraná;PAULO FRONTIN;Estadual;0;550
Paraná;PAULO FRONTIN;Municipal;525;0
Paraná;PAULO FRONTIN;Privada;0;0
Paraná;PEABIRU;Total;1.074;1.095
Paraná;PEABIRU;Estadual;0;1.095
Paraná;PEABIRU;Municipal;1.063;0
Paraná;PEABIRU;Privada;11;0
Paraná;PEROBAL;Total;382;391
Paraná;PEROBAL;Estadual;0;391
Paraná;PEROBAL;Municipal;382;0
Paraná;PEROLA;Total;637;620
Paraná;PEROLA;Estadual;0;620
Paraná;PEROLA;Municipal;637;0
Paraná;PEROLA;Privada;0;0
Paraná;PEROLA D'OESTE;Total;568;612
Paraná;PEROLA D'OESTE;Estadual;0;612
Paraná;PEROLA D'OESTE;Municipal;568;0
Paraná;PEROLA D'OESTE;Privada;0;0
Paraná;PIEN;Total;974;946
Paraná;PIEN;Estadual;0;946
Paraná;PIEN;Municipal;974;0
Paraná;PINHAIS;Total;9.318;8.686
Paraná;PINHAIS;Estadual;0;8.113
Paraná;PINHAIS;Municipal;8.393;0
Paraná;PINHAIS;Privada;925;573
Paraná;PINHAL DE SAO BENTO;Total;248;304
Paraná;PINHAL DE SAO BENTO;Estadual;0;304
Paraná;PINHAL DE SAO BENTO;Municipal;248;0
Paraná;PINHAL DE SAO BENTO;Privada;0;0
Paraná;PINHALAO;Total;499;504
Paraná;PINHALAO;Estadual;0;504
Paraná;PINHALAO;Municipal;499;0
Paraná;PINHALAO;Privada;0;0
Paraná;PINHAO;Total;3.721;2.504
Paraná;PINHAO;Estadual;0;2.462
Paraná;PINHAO;Municipal;3.670;0
Paraná;PINHAO;Privada;51;42
Paraná;PIRAI DO SUL;Total;2.166;1.903
Paraná;PIRAI DO SUL;Estadual;0;1.761
Paraná;PIRAI DO SUL;Municipal;2.019;0
Paraná;PIRAI DO SUL;Privada;147;142
Paraná;PIRAQUARA;Total;7.579;5.640
Paraná;PIRAQUARA;Estadual;21;5.604
Paraná;PIRAQUARA;Municipal;7.310;0
Paraná;PIRAQUARA;Privada;248;36
Paraná;PITANGA;Total;3.417;3.199
Paraná;PITANGA;Estadual;0;3.069
Paraná;PITANGA;Municipal;3.213;0
Paraná;PITANGA;Privada;204;130
Paraná;PITANGUEIRAS;Total;239;178
Paraná;PITANGUEIRAS;Estadual;0;178
Paraná;PITANGUEIRAS;Municipal;239;0
Paraná;PITANGUEIRAS;Privada;0;0
Paraná;PLANALTINA DO PARANA;Total;378;349
Paraná;PLANALTINA DO PARANA;Estadual;0;349
Paraná;PLANALTINA DO PARANA;Municipal;378;0
Paraná;PLANALTINA DO PARANA;Privada;0;0
Paraná;PLANALTO;Total;987;1.169
Paraná;PLANALTO;Estadual;0;1.169
Paraná;PLANALTO;Municipal;987;0
Paraná;PLANALTO;Privada;0;0
Paraná;PONTA GROSSA;Total;3.453;23.820
Paraná;PONTA GROSSA;Estadual;241;20.624
Paraná;PONTA GROSSA;Federal;0;0
Paraná;PONTA GROSSA;Municipal;0;0
Paraná;PONTA GROSSA;Privada;3.212;3.196
Paraná;PONTAL DO PARANA;Total;1.696;1.476
Paraná;PONTAL DO PARANA;Estadual;0;1.414
Paraná;PONTAL DO PARANA;Municipal;1.601;0
Paraná;PONTAL DO PARANA;Privada;95;62
Paraná;PORECATU;Total;1.071;1.266
Paraná;PORECATU;Estadual;0;1.150
Paraná;PORECATU;Municipal;942;0
Paraná;PORECATU;Privada;129;116
Paraná;PORTO AMAZONAS;Total;444;403
Paraná;PORTO AMAZONAS;Estadual;0;403
Paraná;PORTO AMAZONAS;Municipal;444;0
Paraná;PORTO AMAZONAS;Privada;0;0
Paraná;PORTO BARREIRO;Total;400;383
Paraná;PORTO BARREIRO;Estadual;0;383
Paraná;PORTO BARREIRO;Municipal;400;0
Paraná;PORTO RICO;Total;250;213
Paraná;PORTO RICO;Estadual;0;213
Paraná;PORTO RICO;Municipal;250;0
Paraná;PORTO VITORIA;Total;367;360
Paraná;PORTO VITORIA;Estadual;0;360
Paraná;PORTO VITORIA;Municipal;367;0
Paraná;PRADO FERREIRA;Total;273;315
Paraná;PRADO FERREIRA;Estadual;273;315
Paraná;PRADO FERREIRA;Privada;0;0
Paraná;PRANCHITA;Total;450;467
Paraná;PRANCHITA;Estadual;0;467
Paraná;PRANCHITA;Municipal;450;0
Paraná;PRANCHITA;Privada;0;0
Paraná;PRESIDENTE CASTELO BRANCO;Total;426;352
Paraná;PRESIDENTE CASTELO BRANCO;Estadual;0;352
Paraná;PRESIDENTE CASTELO BRANCO;Municipal;426;0
Paraná;PRIMEIRO DE MAIO;Total;749;874
Paraná;PRIMEIRO DE MAIO;Estadual;0;834
Paraná;PRIMEIRO DE MAIO;Municipal;688;0
Paraná;PRIMEIRO DE MAIO;Privada;61;40
Paraná;PRUDENTOPOLIS;Total;4.318;3.832
Paraná;PRUDENTOPOLIS;Estadual;0;3.601
Paraná;PRUDENTOPOLIS;Municipal;4.091;0
Paraná;PRUDENTOPOLIS;Privada;227;231
Paraná;QUARTO CENTENARIO;Total;430;515
Paraná;QUARTO CENTENARIO;Estadual;0;515
Paraná;QUARTO CENTENARIO;Municipal;430;0
Paraná;QUATIGUA;Total;513;546
Paraná;QUATIGUA;Estadual;0;524
Paraná;QUATIGUA;Municipal;482;0
Paraná;QUATIGUA;Privada;31;22
Paraná;QUATRO BARRAS;Total;1.806;1.727
Paraná;QUATRO BARRAS;Estadual;0;1.362
Paraná;QUATRO BARRAS;Municipal;1.507;0
Paraná;QUATRO BARRAS;Privada;299;365
Paraná;QUATRO PONTES;Total;241;260
Paraná;QUATRO PONTES;Estadual;0;260
Paraná;QUATRO PONTES;Municipal;241;0
Paraná;QUEDAS DO IGUACU;Total;2.388;2.346
Paraná;QUEDAS DO IGUACU;Estadual;0;2.299
Paraná;QUEDAS DO IGUACU;Municipal;2.346;0
Paraná;QUEDAS DO IGUACU;Privada;42;47
Paraná;QUERENCIA DO NORTE;Total;1.159;1.029
Paraná;QUERENCIA DO NORTE;Estadual;0;1.029
Paraná;QUERENCIA DO NORTE;Municipal;1.159;0
Paraná;QUERENCIA DO NORTE;Privada;0;0
Paraná;QUINTA DO SOL;Total;528;467
Paraná;QUINTA DO SOL;Estadual;0;467
Paraná;QUINTA DO SOL;Municipal;528;0
Paraná;QUITANDINHA;Total;1.383;1.433
Paraná;QUITANDINHA;Estadual;0;1.433
Paraná;QUITANDINHA;Municipal;1.372;0
Paraná;QUITANDINHA;Privada;11;0
Paraná;RAMILANDIA;Total;499;362
Paraná;RAMILANDIA;Estadual;0;362
Paraná;RAMILANDIA;Municipal;499;0
Paraná;RANCHO ALEGRE;Total;352;342
Paraná;RANCHO ALEGRE;Estadual;0;342
Paraná;RANCHO ALEGRE;Municipal;352;0
Paraná;RANCHO ALEGRE D'OESTE;Total;242;271
Paraná;RANCHO ALEGRE D'OESTE;Estadual;0;271
Paraná;RANCHO ALEGRE D'OESTE;Municipal;242;0
Paraná;REALEZA;Total;1.264;1.336
Paraná;REALEZA;Estadual;0;1.188
Paraná;REALEZA;Municipal;1.158;0
Paraná;REALEZA;Privada;106;148
Paraná;REBOUCAS;Total;1.295;1.157
Paraná;REBOUCAS;Estadual;0;1.157
Paraná;REBOUCAS;Municipal;1.295;0
Paraná;REBOUCAS;Privada;0;0
Paraná;RENASCENCA;Total;630;610
Paraná;RENASCENCA;Estadual;0;610
Paraná;RENASCENCA;Municipal;617;0
Paraná;RENASCENCA;Privada;13;0
Paraná;RESERVA;Total;2.773;1.798
Paraná;RESERVA;Estadual;0;1.798
Paraná;RESERVA;Municipal;2.773;0
Paraná;RESERVA;Privada;0;0
Paraná;RESERVA DO IGUACU;Total;949;799
Paraná;RESERVA DO IGUACU;Estadual;0;799
Paraná;RESERVA DO IGUACU;Municipal;949;0
Paraná;RESERVA DO IGUACU;Privada;0;0
Paraná;RIBEIRAO CLARO;Total;865;726
Paraná;RIBEIRAO CLARO;Estadual;0;726
Paraná;RIBEIRAO CLARO;Municipal;846;0
Paraná;RIBEIRAO CLARO;Privada;19;0
Paraná;RIBEIRAO DO PINHAL;Total;1.278;1.343
Paraná;RIBEIRAO DO PINHAL;Estadual;0;1.292
Paraná;RIBEIRAO DO PINHAL;Municipal;1.225;0
Paraná;RIBEIRAO DO PINHAL;Privada;53;51
Paraná;RIO AZUL;Total;1.400;1.000
Paraná;RIO AZUL;Estadual;0;1.000
Paraná;RIO AZUL;Municipal;1.400;0
Paraná;RIO AZUL;Privada;0;0
Paraná;RIO BOM;Total;258;209
Paraná;RIO BOM;Estadual;0;209
Paraná;RIO BOM;Municipal;258;0
Paraná;RIO BOM;Privada;0;0
Paraná;RIO BONITO DO IGUACU;Total;1.409;2.306
Paraná;RIO BONITO DO IGUACU;Estadual;1.409;2.306
Paraná;RIO BONITO DO IGUACU;Municipal;0;0
Paraná;RIO BONITO DO IGUACU;Privada;0;0
Paraná;RIO BRANCO DO IVAI;Total;451;533
Paraná;RIO BRANCO DO IVAI;Estadual;0;533
Paraná;RIO BRANCO DO IVAI;Municipal;451;0
Paraná;RIO BRANCO DO SUL;Total;3.928;2.744
Paraná;RIO BRANCO DO SUL;Estadual;0;2.626
Paraná;RIO BRANCO DO SUL;Municipal;3.746;0
Paraná;RIO BRANCO DO SUL;Privada;182;118
Paraná;RIO NEGRO;Total;2.401;2.454
Paraná;RIO NEGRO;Estadual;0;2.275
Paraná;RIO NEGRO;Municipal;2.235;0
Paraná;RIO NEGRO;Privada;166;179
Paraná;ROLANDIA;Total;3.796;3.991
Paraná;ROLANDIA;Estadual;0;3.649
Paraná;ROLANDIA;Municipal;3.403;0
Paraná;ROLANDIA;Privada;393;342
Paraná;RONCADOR;Total;1.204;1.310
Paraná;RONCADOR;Estadual;0;1.310
Paraná;RONCADOR;Municipal;1.113;0
Paraná;RONCADOR;Privada;91;0
Paraná;RONDON;Total;649;753
Paraná;RONDON;Estadual;0;753
Paraná;RONDON;Municipal;633;0
Paraná;RONDON;Privada;16;0
Paraná;ROSARIO DO IVAI;Total;582;626
Paraná;ROSARIO DO IVAI;Estadual;0;626
Paraná;ROSARIO DO IVAI;Municipal;582;0
Paraná;ROSARIO DO IVAI;Privada;0;0
Paraná;SABAUDIA;Total;413;418
Paraná;SABAUDIA;Estadual;0;418
Paraná;SABAUDIA;Municipal;390;0
Paraná;SABAUDIA;Privada;23;0
Paraná;SALGADO FILHO;Total;477;453
Paraná;SALGADO FILHO;Estadual;0;453
Paraná;SALGADO FILHO;Municipal;477;0
Paraná;SALGADO FILHO;Privada;0;0
Paraná;SALTO DO ITARARE;Total;419;435
Paraná;SALTO DO ITARARE;Estadual;0;435
Paraná;SALTO DO ITARARE;Municipal;419;0
Paraná;SALTO DO ITARARE;Privada;0;0
Paraná;SALTO DO LONTRA;Total;1.156;1.128
Paraná;SALTO DO LONTRA;Estadual;0;1.128
Paraná;SALTO DO LONTRA;Municipal;1.156;0
Paraná;SALTO DO LONTRA;Privada;0;0
Paraná;SANTA AMELIA;Total;445;419
Paraná;SANTA AMELIA;Estadual;0;419
Paraná;SANTA AMELIA;Municipal;445;0
Paraná;SANTA CECILIA DO PAVAO;Total;316;329
Paraná;SANTA CECILIA DO PAVAO;Estadual;0;329
Paraná;SANTA CECILIA DO PAVAO;Municipal;316;0
Paraná;SANTA CECILIA DO PAVAO;Privada;0;0
Paraná;SANTA CRUZ DE MONTE CASTELO;Total;592;636
Paraná;SANTA CRUZ DE MONTE CASTELO;Estadual;0;594
Paraná;SANTA CRUZ DE MONTE CASTELO;Municipal;542;0
Paraná;SANTA CRUZ DE MONTE CASTELO;Privada;50;42
Paraná;SANTA FE;Total;687;612
Paraná;SANTA FE;Estadual;0;612
Paraná;SANTA FE;Municipal;687;0
Paraná;SANTA FE;Privada;0;0
Paraná;SANTA HELENA;Total;1.923;1.927
Paraná;SANTA HELENA;Estadual;0;1.835
Paraná;SANTA HELENA;Municipal;1.867;0
Paraná;SANTA HELENA;Privada;56;92
Paraná;SANTA INES;Total;166;167
Paraná;SANTA INES;Estadual;0;167
Paraná;SANTA INES;Municipal;166;0
Paraná;SANTA INES;Privada;0;0
Paraná;SANTA ISABEL DO IVAI;Total;573;619
Paraná;SANTA ISABEL DO IVAI;Estadual;0;576
Paraná;SANTA ISABEL DO IVAI;Municipal;538;0
Paraná;SANTA ISABEL DO IVAI;Privada;35;43
Paraná;SANTA IZABEL DO OESTE;Total;916;917
Paraná;SANTA IZABEL DO OESTE;Estadual;0;917
Paraná;SANTA IZABEL DO OESTE;Municipal;884;0
Paraná;SANTA IZABEL DO OESTE;Privada;32;0
Paraná;SANTA LUCIA;Total;350;389
Paraná;SANTA LUCIA;Estadual;0;389
Paraná;SANTA LUCIA;Municipal;350;0
Paraná;SANTA MARIA DO OESTE;Total;1.381;1.216
Paraná;SANTA MARIA DO OESTE;Estadual;0;1.216
Paraná;SANTA MARIA DO OESTE;Municipal;1.381;0
Paraná;SANTA MARIA DO OESTE;Privada;0;0
Paraná;SANTA MARIANA;Total;1.061;991
Paraná;SANTA MARIANA;Estadual;0;888
Paraná;SANTA MARIANA;Municipal;940;0
Paraná;SANTA MARIANA;Privada;121;103
Paraná;SANTA MONICA;Total;272;282
Paraná;SANTA MONICA;Estadual;0;282
Paraná;SANTA MONICA;Municipal;272;0
Paraná;SANTA MONICA;Privada;0;0
Paraná;SANTA TEREZA DO OESTE;Total;917;754
Paraná;SANTA TEREZA DO OESTE;Estadual;0;754
Paraná;SANTA TEREZA DO OESTE;Municipal;917;0
Paraná;SANTA TEREZA DO OESTE;Privada;0;0
Paraná;SANTA TEREZINHA DE ITAIPU;Total;1.793;1.857
Paraná;SANTA TEREZINHA DE ITAIPU;Estadual;0;1.750
Paraná;SANTA TEREZINHA DE ITAIPU;Municipal;1.689;0
Paraná;SANTA TEREZINHA DE ITAIPU;Privada;104;107
Paraná;SANTANA DO ITARARE;Total;554;431
Paraná;SANTANA DO ITARARE;Estadual;0;431
Paraná;SANTANA DO ITARARE;Municipal;554;0
Paraná;SANTANA DO ITARARE;Privada;0;0
Paraná;SANTO ANTONIO DA PLATINA;Total;3.410;2.961
Paraná;SANTO ANTONIO DA PLATINA;Estadual;0;2.855
Paraná;SANTO ANTONIO DA PLATINA;Municipal;3.302;0
Paraná;SANTO ANTONIO DA PLATINA;Privada;108;106
Paraná;SANTO ANTONIO DO CAIUA;Total;252;243
Paraná;SANTO ANTONIO DO CAIUA;Estadual;0;243
Paraná;SANTO ANTONIO DO CAIUA;Municipal;252;0
Paraná;SANTO ANTONIO DO CAIUA;Privada;0;0
Paraná;SANTO ANTONIO DO PARAISO;Total;189;199
Paraná;SANTO ANTONIO DO PARAISO;Estadual;0;199
Paraná;SANTO ANTONIO DO PARAISO;Municipal;189;0
Paraná;SANTO ANTONIO DO SUDOESTE;Total;1.668;1.542
Paraná;SANTO ANTONIO DO SUDOESTE;Estadual;0;1.542
Paraná;SANTO ANTONIO DO SUDOESTE;Municipal;1.628;0
Paraná;SANTO ANTONIO DO SUDOESTE;Privada;40;0
Paraná;SANTO INACIO;Total;418;369
Paraná;SANTO INACIO;Estadual;0;369
Paraná;SANTO INACIO;Municipal;412;0
Paraná;SANTO INACIO;Privada;6;0
Paraná;SAO CARLOS DO IVAI;Total;464;491
Paraná;SAO CARLOS DO IVAI;Estadual;0;491
Paraná;SAO CARLOS DO IVAI;Municipal;464;0
Paraná;SAO CARLOS DO IVAI;Privada;0;0
Paraná;SAO JERONIMO DA SERRA;Total;1.280;1.490
Paraná;SAO JERONIMO DA SERRA;Estadual;0;1.490
Paraná;SAO JERONIMO DA SERRA;Municipal;1.280;0
Paraná;SAO JERONIMO DA SERRA;Privada;0;0
Paraná;SAO JOAO;Total;809;887
Paraná;SAO JOAO;Estadual;0;849
Paraná;SAO JOAO;Municipal;784;0
Paraná;SAO JOAO;Privada;25;38
Paraná;SAO JOAO DO CAIUA;Total;624;406
Paraná;SAO JOAO DO CAIUA;Estadual;0;406
Paraná;SAO JOAO DO CAIUA;Municipal;624;0
Paraná;SAO JOAO DO CAIUA;Privada;0;0
Paraná;SAO JOAO DO IVAI;Total;950;978
Paraná;SAO JOAO DO IVAI;Estadual;0;978
Paraná;SAO JOAO DO IVAI;Municipal;950;0
Paraná;SAO JOAO DO IVAI;Privada;0;0
Paraná;SAO JOAO DO TRIUNFO;Total;1.500;976
Paraná;SAO JOAO DO TRIUNFO;Estadual;0;976
Paraná;SAO JOAO DO TRIUNFO;Municipal;1.500;0
Paraná;SAO JOAO DO TRIUNFO;Privada;0;0
Paraná;SAO JORGE D'OESTE;Total;682;757
Paraná;SAO JORGE D'OESTE;Estadual;0;757
Paraná;SAO JORGE D'OESTE;Municipal;682;0
Paraná;SAO JORGE D'OESTE;Privada;0;0
Paraná;SAO JORGE DO IVAI;Total;346;348
Paraná;SAO JORGE DO IVAI;Estadual;0;348
Paraná;SAO JORGE DO IVAI;Municipal;346;0
Paraná;SAO JORGE DO IVAI;Privada;0;0
Paraná;SAO JORGE DO PATROCINIO;Total;427;477
Paraná;SAO JORGE DO PATROCINIO;Estadual;0;477
Paraná;SAO JORGE DO PATROCINIO;Municipal;427;0
Paraná;SAO JOSE DA BOA VISTA;Total;574;562
Paraná;SAO JOSE DA BOA VISTA;Estadual;0;562
Paraná;SAO JOSE DA BOA VISTA;Municipal;574;0
Paraná;SAO JOSE DA BOA VISTA;Privada;0;0
Paraná;SAO JOSE DAS PALMEIRAS;Total;353;340
Paraná;SAO JOSE DAS PALMEIRAS;Estadual;0;340
Paraná;SAO JOSE DAS PALMEIRAS;Municipal;353;0
Paraná;SAO JOSE DOS PINHAIS;Total;20.613;19.867
Paraná;SAO JOSE DOS PINHAIS;Estadual;0;18.819
Paraná;SAO JOSE DOS PINHAIS;Municipal;19.162;0
Paraná;SAO JOSE DOS PINHAIS;Privada;1.451;1.048
Paraná;SAO MANOEL DO PARANA;Total;158;135
Paraná;SAO MANOEL DO PARANA;Estadual;0;135
Paraná;SAO MANOEL DO PARANA;Municipal;158;0
Paraná;SAO MATEUS DO SUL;Total;3.423;3.106
Paraná;SAO MATEUS DO SUL;Estadual;0;2.815
Paraná;SAO MATEUS DO SUL;Municipal;3.147;0
Paraná;SAO MATEUS DO SUL;Privada;276;291
Paraná;SAO MIGUEL DO IGUACU;Total;2.249;2.134
Paraná;SAO MIGUEL DO IGUACU;Estadual;0;1.906
Paraná;SAO MIGUEL DO IGUACU;Municipal;2.089;0
